Destination Port,Flow Duration,Total Fwd Packets,Total Length of Fwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,PSH Flag Count,ACK Flag Count,Average Packet Size,Subflow Fwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Max,Active Min,Idle Mean,Idle Max,Idle Min,source_ip,label_encoded
0.0335452141233239,3.813119520706129e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.000515818431911967,0.01812688821752266,0.0015507883173946756,0.0,0.013513513513513514,0.05833328865272047,7.838983283359674e-07,0.0,3.8135594189887985e-07,8.135593220338983e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003069367710251688,0.005995203836930455,0.029166643627350865,0.06249999999625001,0.0,0.00031612223393045314,0.0012770524542329255,0.000845410587763026,7.142857142857143e-07,0.0,1.0,0.0,0.0018052093181633963,0.0,0.4455718994140625,1.5413783004762858e-05,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,192.168.1.142,5
0.12463848806817304,0.0010827395247039726,0.014778325123152709,0.0014040923156617637,0.010221285563751318,0.0,0.010179669289102862,0.020418513686010373,0.011004126547455296,0.0,0.01154475747479969,0.010795405416367835,0.00028765432075675675,7.664626964649759e-05,0.0003609336264683703,0.0007409060212922173,0.0010532457894892996,1.2711864406779662e-06,0.0010828898305084746,0.0003609632768644068,0.0011437929792393027,0.0010672203389830508,6.313559322033899e-06,0.001067686440677966,0.000533843220338983,0.0011213542661060803,0.001053271186440678,1.4415254237288137e-05,0.011049723756906077,0.021582733812949638,4.380125676455591e-05,7.043300646704331e-05,0.0,0.010221285563751318,0.027137364652449664,0.018373966748390987,0.00033739795916666663,0.0,1.0,0.0,0.029227198483690604,0.0014040923156617637,0.1250152587890625,0.00366848035513356,0.0297029702970297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.168.1.45,0
0.016239038648911984,7.287295084016158e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.000515818431911967,0.01812688821752266,0.0015507883173946756,0.0,0.007288187063783784,0.03146062819409233,1.4788136031851492e-06,0.0,7.288135778511927e-07,1.5084745762711864e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003069367710251688,0.005995203836930455,0.01573031373082821,0.03370786518337079,0.0,0.00031612223393045314,0.0012770524542329255,0.000845410587763026,7.142857142857143e-07,0.0,1.0,0.0,0.0018052093181633963,0.0,0.4455718994140625,1.5413783004762858e-05,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,192.168.1.151,5
0.0004949040350144605,1.9235069582228695e-06,0.0049261083743842365,0.0005589105334187604,0.0021601685985247632,0.2192513368983957,0.00810420273501393,0.0,0.007823246217331499,0.27492447129909364,0.023520289480485915,0.0,0.12408930670270271,0.024347779792714616,1.2697740490187219e-06,1.7728705829662262e-06,1.805084791654698e-06,5.0847457627118645e-08,9.322033898305085e-08,9.322033898305085e-08,0.0,9.322033898305085e-08,9.322033898305085e-08,2.5423728813559323e-08,2.5423728813559323e-08,0.0,2.5423728813559323e-08,2.5423728813559323e-08,0.009208103130755065,0.02398081534772182,0.012173889606119351,0.026086956524608698,0.2192513368983957,0.004794520547945206,0.03895009985410423,0.006683557539805076,4.464285714285714e-05,0.0,0.0,0.0,0.04588240350331966,0.0005589105334187604,0.0,0.0,0.009900990099009901,1.0,0.0,0.0,0.0,0.0,0.0,0.0,192.168.1.255,4
0.0009124793145579115,0.04592017818961728,0.009852216748768471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.859090351637882e-07,0.030616971247113555,0.045932639618208516,0.04591795031994789,2.593220338983051e-06,0.0459255,0.02296275,0.06070845659270999,0.04591797457627119,7.5254237288135596e-06,0.0,0.0,0.0,0.0,0.0,0.012891344383057089,0.01199040767386091,7.512947984102514e-07,5.535863250553587e-07,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4455718994140625,0.4463985696009371,0.0,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,192.168.1.22,6
0.12463848806817304,0.0007487610962837253,0.014778325123152709,0.0014109082977766267,0.010273972602739727,0.0,0.010229085159438314,0.02052588462036858,0.011004126547455296,0.0,0.01154475747479969,0.010795405416367835,0.0004171790924324325,0.00011085368135902879,0.00024959464011509527,0.0005156682929515419,0.0007322457813282825,8.983050847457627e-07,0.0007488728813559322,0.0002496242938135593,0.0007980141304278923,0.0007423644067796611,4.4915254237288135e-07,0.0007376525423728814,0.0003688262711864407,0.0007846141001293662,0.0007322711864406779,5.38135593220339e-06,0.011049723756906077,0.021582733812949638,6.334834870794075e-05,0.0001018479749201848,0.0,0.010273972602739727,0.027217180430839222,0.01844419130341028,0.000339981930297619,0.0,1.0,0.0,0.029313160830455327,0.0014109082977766267,0.1250152587890625,0.00366848035513356,0.0297029702970297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.168.1.113,0
0.0009124793145579115,0.04802584210414375,0.009852216748768471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.406019656147763e-07,0.03202090913621341,0.04804180769456681,0.04802546732268137,2.745762711864407e-06,0.048031406779661015,0.024015703389830508,0.06349740451664027,0.04802549152542373,5.915254237288136e-06,0.0,0.0,0.0,0.0,0.0,0.012891344383057089,0.01199040767386091,7.173144960047118e-07,5.293146810529315e-07,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4455718994140625,0.4463985696009371,0.0,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,192.168.1.197,6
0.0,0.08063480983252695,0.03940886699507389,0.0007429420505200594,0.0013698630136986301,0.0,0.00239392438491999,0.0021333938880731,0.002922971114167813,0.0,0.0032394244843628843,0.002174554061220713,3.3741152918918923e-06,3.4834403786270772e-06,0.007012504077489529,0.015739601585903085,0.028920788870867513,3.3898305084745764e-08,0.05135435593220339,0.0064192944915254235,0.022021963042789226,0.025827584745762713,3.3898305084745764e-08,0.08064372881355933,0.005760266344067797,0.017111654799482536,0.028920813559322033,1.6949152542372882e-08,0.04235727440147329,0.1462829736211031,1.3003585924263994e-06,4.728873705472888e-06,0.0,0.0017913593256059011,0.007585691578143578,0.0031112819795343937,9.674206351190476e-06,0.0,1.0,0.0,0.00744648843742401,0.0007429420505200594,0.4455718994140625,0.0035143425250859315,0.0594059405940594,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,192.168.1.225,1
0.0009124793145579115,0.0819616822161444,0.019704433497536946,0.00406914132257317,0.03145416227608008,0.0,0.023601019672211298,0.057358455610837876,0.3030433287482806,0.0,0.22777203411734298,0.2634169944063547,4.6070524972972975e-05,1.2551970291366978e-06,0.020492761201056475,0.032892367533039646,0.042409848535843606,8.983050847457627e-07,0.039561288135593224,0.009890322033898306,0.036977401204437405,0.039550584745762715,6.694915254237288e-07,0.08197071186440678,0.02732357061864407,0.03617908001293661,0.0424194406779661,7.14406779661017e-06,0.02271332105586249,0.040767386091127095,6.999678977934921e-07,1.2406182121240618e-06,0.0,0.1857218124341412,0.2632005108174059,0.2708216661329062,0.07329990476190476,0.0,1.0,0.0,0.27559528923961185,0.00406914132257317,0.4455718994140625,0.003653066572128797,0.009900990099009901,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,192.168.1.61,3
0.0009124793145579115,0.07461684292176132,0.014778325123152709,0.004103221233147485,0.03171759747102213,0.0,0.029748353941941377,0.06466579423257954,0.031292984869325996,0.0,0.023520289480485915,0.027201074032315777,1.1859497297297298e-05,1.2244360204776367e-06,0.021321535140892994,0.03192071035242291,0.04239713667111364,6.779661016949152e-07,0.032228313559322035,0.010742771186440679,0.03468559694136292,0.03216012711864407,2.6211864406779662e-05,0.07462466101694916,0.024874887008474577,0.033763904282018115,0.042412033898305085,2.676271186440678e-05,0.01780233271945979,0.040767386091127095,6.122179971132862e-07,1.3627372681362738e-06,0.0,0.03171759747102213,0.0685351483558828,0.05396850283007072,0.0029108333333333334,0.0,1.0,0.0,0.0726596750560767,0.004103221233147485,0.4455718994140625,0.003653066572128797,0.009900990099009901,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,192.168.1.204,6
