Destination Port,Flow Duration,Total Fwd Packets,Total Length of Fwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,PSH Flag Count,ACK Flag Count,Average Packet Size,Subflow Fwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Max,Active Min,Idle Mean,Idle Max,Idle Min,label_encoded
0.0009214286829816808,0.044488001518074395,0.005376344086021505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.659438691803517e-07,0.015474003030208723,0.045248742349486046,0.045234322417240014,1.417391304347826e-06,0.044487783333333336,0.022620906779661016,0.06655493548500882,0.04523433050847458,7.483050847457627e-06,0.0,0.0,0.0,0.0,0.0,0.0065440947335618565,0.001961553550411926,5.450048392363045e-07,1.8731734199999998e-07,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4455718994140625,0.4419097900390625,0.0,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,6
0.1258609111211757,0.008309792310692515,0.005376344086021505,0.0,0.0,0.0,0.0,0.0,0.000515818431911967,0.016853932584269662,0.002063273727647868,0.0,1.4635999840540579e-06,2.9998202855708933e-06,0.0017342017542104503,0.004000688220264318,0.00422684749344786,3.5130434782608697e-06,0.00830555,0.004223161016949153,2.0951312028218696e-05,0.0042302796610169495,0.004216042372881356,0.008305641666666667,0.004223207627118644,2.6673322338709673e-05,0.004231135593220339,0.004215279661016949,0.005609224057338735,0.0029423303256178894,2.991563931698624e-06,3.0085110780000002e-06,0.0,0.00029354207436399217,0.001263281468808246,0.000782698114755085,6.122448982142856e-07,0.0,1.0,0.0,0.0014291669147859227,0.0,0.1250152587890625,1.52587890625e-05,0.0,0.40000000000000013,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0009214286829816808,9.152546601716448e-05,0.002688172043010753,0.00010773636910480056,0.00029354207436399217,0.004363636363636363,0.0012928364293504637,0.0,0.0,0.0,0.0,0.0,8.858093343243266e-05,0.0001365535827682624,4.774782650215502e-05,0.00011280481748898678,9.256779739464235e-05,5.217391304347826e-07,9.153333333333334e-05,9.308474576271187e-05,0.0,9.308474576271187e-05,9.308474576271187e-05,0.0,0.0,0.0,0.0,0.0,0.0015581177937052041,0.001569242840329541,0.00018206608578850983,9.104151493e-05,0.0,0.00029354207436399217,0.0022107425707828874,0.0007321470456602289,5.357142857142857e-07,1.0,0.0,0.0,0.0028583338295718455,0.00010773636910480056,1.52587890625e-05,0.00360107421875,0.009900990099009901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
0.1258609111211757,0.0005655112127279249,0.008064516129032258,0.0018584523670578095,0.009540117416829745,0.0,0.01115071420314775,0.022218602742169604,0.011004126547455296,0.0,0.015359926640302612,0.01241937939477304,0.0004074246065675687,5.156656527965565e-05,9.834202981166983e-05,0.00039306647004405285,0.0005588644115158001,3.304347826086957e-07,0.0005655166666666667,0.000191700565,0.0006804600315696649,0.0005692372881355932,3.2203389830508473e-07,0.0005545666666666667,0.0002819830508474576,0.0009315846717741934,0.0005588728813559322,5.093220338983051e-06,0.005609224057338735,0.003530796390741467,5.8926203131633975e-05,4.4207362e-05,0.0,0.009540117416829745,0.02094064490658235,0.01844419130341028,0.000339981930297619,0.0,1.0,0.0,0.023206948471386886,0.0018584523670578095,0.1250152587890625,0.003631591796875,0.0297029702970297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.8159016726273212,2.750014002154628e-07,0.0,5.386818455240028e-05,0.00029354207436399217,0.004363636363636363,0.0012928364293504637,0.0,0.000515818431911967,0.016853932584269662,0.002063273727647868,0.0,0.028616852148648727,0.029411756269793733,2.869565242344046e-07,0.0,2.7966101931916116e-07,2.9565217391304347e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000980776775205963,0.029411748261249693,0.02941176471,0.016853932584269662,0.00029354207436399217,0.00294765676104385,0.0,0.0,0.0,0.0,1.0,0.004287500744357768,5.386818455240028e-05,0.003631591796875,0.0039215087890625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.8139651106495291,2.2500114563083317e-07,0.0,5.386818455240028e-05,0.00029354207436399217,0.004363636363636363,0.0012928364293504637,0.0,0.000515818431911967,0.016853932584269662,0.002063273727647868,0.0,0.034749034751351444,0.03571427733456779,2.3478261073724015e-07,0.0,2.2881356126113186e-07,2.4347826086956524e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000980776775205963,0.03571426936805976,0.035714285709999995,0.016853932584269662,0.00029354207436399217,0.00294765676104385,0.0,0.0,0.0,0.0,1.0,0.004287500744357768,5.386818455240028e-05,0.003631591796875,0.0039215087890625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.1258609111211757,0.00850200995606736,0.005376344086021505,0.0,0.0,0.0,0.0,0.0,0.000515818431911967,0.016853932584269662,0.002063273727647868,0.0,1.430510224054058e-06,2.9318024454797628e-06,0.00177431653716797,0.004092397895741557,0.004322550884089414,4.260869565217392e-06,0.008497891666666667,0.0043209618644067796,1.869405758377425e-05,0.004327313559322034,0.004314610169491526,0.008497300000000001,0.004320661016949153,2.0871054999999998e-05,0.004326864406779661,0.004314457627118644,0.005609224057338735,0.0029423303256178894,2.923546090545912e-06,2.940493238e-06,0.0,0.00029354207436399217,0.001263281468808246,0.000782698114755085,6.122448982142856e-07,0.0,1.0,0.0,0.0014291669147859227,0.0,0.1250152587890625,1.52587890625e-05,0.0,0.40000000000000013,0.0,0.0,0.0,0.0,0.0,0.0,0
1.561743530477421e-05,0.09294341490355422,0.05376344086021506,0.018027885763536627,0.03131115459882583,0.0,0.02060329801715546,0.032568000338826814,0.08390646492434663,0.0,0.02949836657496561,0.0378680522696011,3.4553309172973064e-05,2.367318714573937e-06,0.0018650672405658023,0.008491326691629957,0.018949813719913673,3.4782608695652174e-08,0.082782525,0.00420928093220339,0.01535069134920635,0.01950806779661017,4.14406779661017e-06,0.09333333333333334,0.003048942044915254,0.01446260309879032,0.018949822033898306,3.3898305084745764e-08,0.051417887192271736,0.0506080816006277,1.8659282976222546e-06,2.869143562e-06,0.0,0.047749510763209393,0.04324139686875689,0.046269319250121115,0.0021395518660714285,0.0,1.0,0.0,0.04272220343238254,0.018027885763536627,0.4455718994140625,0.0037841796875,0.15841584158415842,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0009214286829816808,2.2416780805442265e-06,0.005376344086021505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005555546912463749,1.1652174014366732e-06,1.785937832599119e-06,1.8644067954610744e-06,4.2608695652173915e-07,2.25e-06,1.1440677966101696e-06,2.1450152804232803e-06,1.8728813559322035e-06,4.152542372881356e-07,0.0,0.0,0.0,0.0,0.0,0.005920847616079775,0.0,0.011111094351104904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.00384521484375,0.0,0.0,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,3
0.0009214286829816808,0.0429229435493209,0.005376344086021505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.796038102990678e-07,0.014929637808083809,0.04365669268722467,0.0436428563020581,1.0695652173913043e-06,0.04292273333333333,0.021825118644067797,0.0642131275308642,0.04364286440677966,7.372881355932203e-06,0.0,0.0,0.0,0.0,0.0,0.0065440947335618565,0.001961553550411926,5.65494750583551e-07,1.9414731299999997e-07,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4455718994140625,0.4419097900390625,0.0,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,6
