Destination Port,flow_duration,Total Fwd Packets,Total Length of Fwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,PSH Flag Count,ACK Flag Count,Average Packet Size,Subflow Fwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Max,Active Min,Idle Mean,Idle Max,Idle Min,source_ip,label_encoded
0.0009079856569045382,0.060854654827645106,0.014778325123152709,0.0002154727382096011,0.000273972602739726,0.016853932584269662,0.0012928364293504637,0.0,0.0,0.0,0.0,0.0,5.368312108589951e-09,2.671799508620754e-07,0.021374129985611768,0.05879708005625879,0.06353043915377578,2.6548672566371683e-08,0.06088935294117647,0.0213741386460177,0.0658342108976378,0.06353044736842106,2.6548672566371683e-08,0.0,0.0,0.0,0.0,0.0,0.009208103130755065,0.0,2.671799508620754e-07,0.0,0.016853932584269662,0.000273972602739726,0.0036141468035121027,0.0,0.0,0.0,0.0,1.0,0.0038723001469533258,0.0002154727382096011,0.0039215087890625,0.0,0.0297029702970297,0.0,0.00032520375533921303,0.00032520375533921303,0.00032520375533921303,0.06353044736842106,0.06353044736842106,0.06353044736842106,192.168.1.96,2
0.05546407300820264,5.291101496890408e-07,0.0,5.386818455240028e-05,0.000273972602739726,0.016853932584269662,0.0012928364293504637,0.0,0.000517464424320828,0.016853932584269662,0.002067717756526234,0.0,0.00045583468395461914,0.02343749136643938,2.743362856135954e-07,3.182477777777778e-07,4.1228070537088333e-07,1.415929203539823e-07,0.0,0.0,0.0,0.0,0.0,4.0784618223982987e-07,4.3636363636363636e-07,0.0,4.1739130434782606e-07,4.3636363636363636e-07,0.0,0.006211180124223603,0.007812491228302407,0.03125,0.016853932584269662,0.000273972602739726,0.0036141468035121027,0.0,0.0,0.0,0.0,1.0,0.004130453490083548,5.386818455240028e-05,0.0039215087890625,0.0039869686627365805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.168.1.118,4
0.0004924667969651733,1.620924744285474e-06,0.0049261083743842365,0.0008080227682860041,0.0020547945205479454,0.12640449438202248,0.009696273220128478,0.0,0.005260888313928418,0.17134831460674158,0.02102179719135005,0.0,0.001771123995137763,0.010309269600375842,5.63421833924087e-07,1.00524058326301e-06,1.2456140460141583e-06,2.6548672566371683e-08,2.5210084033613443e-08,2.6548672566371683e-08,0.0,2.6315789473684215e-08,2.6548672566371683e-08,4.0784618223982987e-07,4.3636363636363636e-07,0.0,4.1739130434782606e-07,4.3636363636363636e-07,0.003069367710251688,0.006211180124223603,0.0051546303798048814,0.01030927835,0.12640449438202248,0.0027853881278538813,0.030961190950087016,0.002138738412347146,4.571428571428571e-06,0.0,0.0,0.0,0.03317270459223349,0.0008080227682860041,0.0,0.0,0.009900990099009901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.168.1.52,4
0.0009079856569045382,0.04428295013510576,0.009852216748768471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.704732707752675e-07,0.015553607810208916,0.042805082180028126,0.04624404426529863,6.371681415929204e-07,0.04430820168067227,0.023330424778761065,0.058695074267716536,0.04624405263157895,7.557522123893806e-06,0.0,0.0,0.0,0.0,0.0,0.012891344383057089,0.006211180124223603,2.756447614369109e-07,1.89657017e-07,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4455718994140625,0.44928637914986036,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,192.168.1.142,6
0.0009079856569045382,0.04394776305456466,0.009852216748768471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7336627680084393e-07,0.015435879189698045,0.042480259662447256,0.045893421455205446,1.2743362831858408e-06,0.043972823529411766,0.02315383185840708,0.058249296346456696,0.045893429824561405,8.097345132743364e-06,0.0,0.0,0.0,0.0,0.0,0.012891344383057089,0.006211180124223603,2.7781451595609314e-07,1.9110352e-07,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4455718994140625,0.44928637914986036,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,192.168.1.175,6
0.0,2.3096077962616855e-06,0.0049261083743842365,0.0001256924306222673,0.0006392694063926941,0.0,0.001508309167575541,0.0021846081729254858,0.0,0.0,0.0,0.0,8.221173043760129e-05,0.005434773817281564,1.2123893912600831e-06,9.94524305485232e-07,1.6403508915820254e-06,7.787610619469027e-07,2.319327731092437e-06,2.4424778761061948e-06,0.0,2.4210526315789477e-06,2.4424778761061948e-06,0.0,0.0,0.0,0.0,0.0,0.006752608962553713,0.0031055900621118015,0.0036231795972656838,0.003623188406,0.0,0.0006392694063926941,0.004216504604097454,0.001972624704943093,3.888888888690476e-06,0.0,0.0,1.0,0.00481886240492537,0.0001256924306222673,0.003509521484375,1.5513496742165683e-05,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,192.168.1.227,1
0.0004924667969651733,0.0008586197943382443,0.014778325123152709,0.0014723970444322741,0.0018721461187214611,0.1151685393258427,0.008834382267228168,0.0,0.014661492022423459,0.47752808988764045,0.05858533643490997,0.0,7.989981450567261e-06,2.933531755834668e-05,0.00018093805469856684,0.0005318654744022503,0.0007637368488047091,8.849557522123894e-09,0.0007316890756302521,0.00025684660769911507,0.0007916063181102362,0.0007637456140350878,8.849557522123894e-09,3.3987181853319156e-08,3.636363636363636e-08,0.0,3.4782608695652174e-08,3.636363636363636e-08,0.012891344383057089,0.006211180124223603,1.9553931451871736e-05,1.9562772039999998e-05,0.1151685393258427,0.007762557077625571,0.046897857333009024,0.015361800639456937,0.00023584183672619046,0.0,0.0,0.0,0.04689785733360259,0.0014723970444322741,0.0,0.0,0.0297029702970297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.168.1.209,4
0.0,0.07201709008986348,0.03940886699507389,0.0008888250451146045,0.0009132420091324202,0.0,0.00237020012047585,0.0018854800704094707,0.0029322984044846917,0.0,0.004319232645817179,0.0025105251863924804,5.424586711507293e-08,1.3905892117938738e-06,0.0032993063008788163,0.013581602448663853,0.026309377423766468,2.6548672566371683e-08,0.049163378151260505,0.0064717278761061954,0.021254434913385828,0.026695657894736845,1.9823008849557525e-06,0.07285857664282418,0.005568071428181818,0.015336286010296008,0.026080608695652173,2.7272727272727272e-08,0.04235727440147329,0.07577639751552795,5.159454755613533e-07,1.749287457e-06,0.0,0.0015525114155251142,0.0069150675507198235,0.0030294862406988264,9.172222220238096e-06,0.0,1.0,0.0,0.006174167454810114,0.0008888250451146045,0.4455718994140625,0.0035370772572137755,0.0594059405940594,0.5,0.0,0.0,0.0,0.0,0.0,0.0,192.168.1.172,1
0.0009079856569045382,0.04707844062168428,0.009852216748768471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.47949827076143e-07,0.016535475075535176,0.04550747108298172,0.04916347411546907,1.5486725663716816e-06,0.04710528571428571,0.024803225663716816,0.062400725826771655,0.049163482456140356,7.893805309734513e-06,0.0,0.0,0.0,0.0,0.0,0.012891344383057089,0.006211180124223603,2.5875217878756745e-07,1.78395295e-07,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4455718994140625,0.44928637914986036,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,192.168.1.160,6
1.538958740516166e-05,0.08833922276322569,0.09852216748768473,0.018027885763536627,0.029223744292237445,0.0,0.02060329801715546,0.03090499153528283,0.08417421302285469,0.0,0.029561902300336007,0.03800199564811026,7.323767995137764e-07,2.5105631821953014e-06,0.001790045795487131,0.007662599364275669,0.017269438747977532,3.539823008849558e-08,0.07807742016806722,0.004111156194690266,0.012759549771653543,0.017684605263157897,8.185840707964603e-06,0.08921635236496278,0.0030845463345454543,0.008697434598455598,0.017119278260869564,3.636363636363636e-08,0.1012891344383057,0.16024844720496895,9.894136287471744e-07,3.0422990809999996e-06,0.0,0.0445662100456621,0.05301864122648814,0.046269319250121115,0.0021395518660714285,0.0,1.0,0.0,0.04630199395685432,0.018027885763536627,0.4455718994140625,0.0038473471920570895,0.15841584158415842,0.5,0.0,0.0,0.0,0.0,0.0,0.0,192.168.1.189,1
